Region,Area,Site,Month,Weekday,Saturday,Sunday,Daily
Wales and South West,Devizes,Site1,December,5870,5938,6053,5858
Wales and South West,Devizes,Site2,January,5885,5754,5963,5889
Wales and South West,Devizes,Site2,February,5973,5737,5776,5917
Wales and South West,Devizes,Site2,March,5788,5834,5694,5667
Wales and South West,Devizes,Site2,April,5823,5912,5885,5825
Wales and South West,Devizes,Site2,May,5787,5970,5867,5866
Wales and South West,Devizes,Site2,June,5783,6042,5874,5887
Wales and South West,Devizes,Site2,July,5847,5856,5817,5926
Wales and South West,Devizes,Site2,August,6102,5825,5819,5910
Wales and South West,Devizes,Site2,September,5798,6090,5839,5798
Wales and South West,Devizes,Site2,October,6022,5804,5879,5727
Wales and South West,Devizes,Site2,November,5710,5824,5793,6046
Wales and South West,Devizes,Site2,December,5854,5913,5758,5778
Wales and South West,Devizes,Site3,January,5942,5818,6002,5935
Wales and South West,Devizes,Site3,February,5829,6077,5889,5718
Wales and South West,Devizes,Site3,March,5819,5868,5956,5870
Wales and South West,Devizes,Site3,April,5942,5863,5851,6031
Wales and South West,Devizes,Site3,May,5981,5858,5837,5936
Wales and South West,Devizes,Site3,June,5749,5813,6079,5672
Wales and South West,Devizes,Site3,July,5990,5827,5859,5926
Wales and South West,Devizes,Site3,August,5759,5857,5839,5744
Wales and South West,Devizes,Site3,September,6022,5747,5945,5649
Wales and South West,Devizes,Site3,October,6052,6182,5867,5892
Wales and South West,Devizes,Site3,November,6043,5877,5784,5864
Wales and South West,Devizes,Site3,December,5903,5974,5923,5894
Wales and South West,Devizes,Site4,January,6113,5893,5918,5779
Wales and South West,Devizes,Site4,February,5896,5801,5952,6002
Wales and South West,Devizes,Site4,March,5905,5838,5880,5847
Wales and South West,Devizes,Site4,April,5919,5918,5836,5843
Wales and South West,Devizes,Site4,May,5885,5893,5731,5818
Wales and South West,Devizes,Site4,June,5775,5953,5811,5868
Wales and South West,Devizes,Site4,July,5919,5831,5899,6105
Wales and South West,Devizes,Site4,August,5892,6070,5877,5949
Wales and South West,Devizes,Site4,September,5856,6037,5845,5923
Wales and South West,Devizes,Site4,October,5953,6111,5952,6070
Wales and South West,Devizes,Site4,November,5789,5704,5916,5638
Wales and South West,Devizes,Site4,December,5812,5785,5847,6044
Wales and South West,Devizes,Site5,January,6023,5777,5913,5842
Wales and South West,Devizes,Site5,February,6012,5969,5997,5971
Wales and South West,Devizes,Site5,March,5946,5814,5887,5953
Wales and South West,Devizes,Site5,April,5834,5947,5837,5987
Wales and South West,Devizes,Site5,May,6172,5865,5930,5984
Wales and South West,Devizes,Site5,June,5786,5666,5917,5706
Wales and South West,Devizes,Site5,July,5693,6070,5749,5919
Wales and South West,Devizes,Site5,August,5760,5836,5925,5698
Wales and South West,Devizes,Site5,September,5979,5719,5788,5842
Wales and South West,Devizes,Site5,October,5992,5764,5945,5773
Wales and South West,Devizes,Site5,November,6053,5915,5883,5953
Wales and South West,Devizes,Site5,December,5973,5764,5849,5891
Wales and South West,Torfaen,Site6,January,5788,5825,5814,5800
Wales and South West,Torfaen,Site6,February,6129,5993,5871,5915
Wales and South West,Torfaen,Site6,March,5878,5877,5865,5759
Wales and South West,Torfaen,Site6,April,5952,5850,5825,6061
Wales and South West,Torfaen,Site6,May,5835,5866,5773,5862
Wales and South West,Torfaen,Site6,June,6037,5875,5845,5849
Wales and South West,Torfaen,Site6,July,5881,5912,5829,5820
Wales and South West,Torfaen,Site6,August,5994,5962,5896,5671
Wales and South West,Torfaen,Site6,September,5982,5765,5817,5872
Wales and South West,Torfaen,Site6,October,5837,5848,5968,5714
Wales and South West,Torfaen,Site6,November,5759,5894,5664,5913
Wales and South West,Torfaen,Site6,December,6018,5938,5916,5819
Wales and South West,Torfaen,Site7,January,5786,5842,5838,5746
Wales and South West,Torfaen,Site7,February,5909,5930,5736,5923
Wales and South West,Torfaen,Site7,March,5863,5711,5930,5726
Wales and South West,Torfaen,Site7,April,5977,5957,5884,5902
Wales and South West,Torfaen,Site7,May,5898,5862,5853,5805
Wales and South West,Torfaen,Site7,June,5796,5881,5977,5974
Wales and South West,Torfaen,Site7,July,5851,6116,5743,5915
Wales and South West,Torfaen,Site7,August,5963,5899,5848,5991
Wales and South West,Torfaen,Site7,September,6147,5824,5871,5776
Wales and South West,Torfaen,Site7,October,5877,5899,5881,5954
Wales and South West,Torfaen,Site7,November,5709,5822,5954,5945
Wales and South West,Torfaen,Site7,December,5750,5755,5808,5869
Wales and South West,Torfaen,Site8,January,5791,5827,5974,5917
Wales and South West,Torfaen,Site8,February,5969,5933,5852,5835
Wales and South West,Torfaen,Site8,March,5903,5838,5808,6050
Wales and South West,Torfaen,Site8,April,6047,5682,5826,5854
Wales and South West,Torfaen,Site8,May,5858,5986,5866,5775
Wales and South West,Torfaen,Site8,June,5879,5721,5939,5891
Wales and South West,Torfaen,Site8,July,5797,5820,6073,5830
Wales and South West,Torfaen,Site8,August,5950,5848,5765,5927
Wales and South West,Torfaen,Site8,September,5868,5885,6077,5840
Wales and South West,Torfaen,Site8,October,5783,5885,5773,6026
Wales and South West,Torfaen,Site8,November,5976,5871,5863,6102
Wales and South West,Torfaen,Site8,December,6018,5784,5779,5760
Wales and South West,Torfaen,Site9,January,6017,5957,5886,5940
Wales and South West,Torfaen,Site9,February,5858,5858,5987,5763
Wales and South West,Torfaen,Site9,March,5878,5932,6130,6092
Wales and South West,Torfaen,Site9,April,5698,5967,5861,5804
Wales and South West,Torfaen,Site9,May,5792,5799,5889,5885
Wales and South West,Torfaen,Site9,June,5935,5794,6006,5804
Wales and South West,Torfaen,Site9,July,5994,6036,5840,6022
Wales and South West,Torfaen,Site9,August,5883,5831,5844,5730
Wales and South West,Torfaen,Site9,September,5854,6031,6038,5825
Wales and South West,Torfaen,Site9,October,5860,5737,5918,5951
Wales and South West,Torfaen,Site9,November,5798,5951,5925,5950
Wales and South West,Torfaen,Site9,December,6008,5922,5936,5858
Wales and South West,Torfaen,Site10,January,5865,5914,5940,5994
Wales and South West,Torfaen,Site10,February,5760,5974,6000,5734
Wales and South West,Torfaen,Site10,March,6021,5959,5763,5809
Wales and South West,Torfaen,Site10,April,5739,5928,5873,5916
Wales and South West,Torfaen,Site10,May,5895,5927,5727,5892
Wales and South West,Torfaen,Site10,June,5945,5938,5820,5990
Wales and South West,Torfaen,Site10,July,5794,5872,5905,5805
Wales and South West,Torfaen,Site10,August,5749,5846,5945,5879
Wales and South West,Torfaen,Site10,September,5944,5807,5969,5825
Wales and South West,Torfaen,Site10,October,5893,5819,5798,6035
Wales and South West,Torfaen,Site10,November,5913,5851,5737,5735
Wales and South West,Torfaen,Site10,December,5584,5713,5782,5831
Wales and South West,Torfaen,Site11,January,5963,5752,5909,5944
Wales and South West,Torfaen,Site11,February,5920,5934,5967,5794
Wales and South West,Torfaen,Site11,March,5862,5915,5986,5887
Wales and South West,Torfaen,Site11,April,5739,5903,5792,5864
Wales and South West,Torfaen,Site11,May,5958,5748,6001,5886
Wales and South West,Torfaen,Site11,June,5961,6032,5904,5875
Wales and South West,Torfaen,Site11,July,5722,5815,6003,5863
Wales and South West,Torfaen,Site11,August,5943,5867,5769,5832
Wales and South West,Torfaen,Site11,September,5761,5834,5834,5880
Wales and South West,Torfaen,Site11,October,5878,5954,5829,5910
Wales and South West,Torfaen,Site11,November,5948,5924,5849,6059
Wales and South West,Torfaen,Site11,December,5786,5998,5885,6063
Wales and South West,Torfaen,Site12,January,5895,5908,5981,5967
Wales and South West,Torfaen,Site12,February,6023,5934,5795,5702
Wales and South West,Torfaen,Site12,March,5909,5909,5911,5956
Wales and South West,Torfaen,Site12,April,5854,5911,6157,6043
Wales and South West,Torfaen,Site12,May,5756,5902,6001,5815
Wales and South West,Torfaen,Site12,June,6032,5982,5876,5793
Wales and South West,Torfaen,Site12,July,5898,5845,5923,6029
Wales and South West,Torfaen,Site12,August,5922,5775,5996,5948
Wales and South West,Torfaen,Site12,September,5889,5854,5963,5878
Wales and South West,Torfaen,Site12,October,5739,5838,6167,5998
Wales and South West,Torfaen,Site12,November,6032,5748,5950,5891
Wales and South West,Torfaen,Site12,December,5955,5892,5972,5890
Wales and South West,Torfaen,Site13,January,5769,5960,5819,5815
Wales and South West,Torfaen,Site13,February,5790,5966,5805,5869
Wales and South West,Torfaen,Site13,March,5971,6042,6060,5793
Wales and South West,Torfaen,Site13,April,5859,5905,5893,5866
Wales and South West,Torfaen,Site13,May,5688,5799,5815,5788
Wales and South West,Torfaen,Site13,June,5784,6023,5851,6022
Wales and South West,Torfaen,Site13,July,5851,5785,5950,5951
Wales and South West,Torfaen,Site13,August,5762,5772,6049,5767
Wales and South West,Torfaen,Site13,September,6004,5599,5763,6063
Wales and South West,Torfaen,Site13,October,5844,5839,5792,5864
Wales and South West,Torfaen,Site13,November,5927,5858,5776,5893
Wales and South West,Torfaen,Site13,December,5951,5862,5908,5892
Wales and South West,Torfaen,Site14,January,5894,5763,5871,5647
Wales and South West,Torfaen,Site14,February,5846,6085,5995,5702
Wales and South West,Torfaen,Site14,March,5926,5912,5895,6001
Wales and South West,Torfaen,Site14,April,6028,5896,5989,5824
Wales and South West,Torfaen,Site14,May,5735,5913,5884,5821
Wales and South West,Torfaen,Site14,June,5939,5904,5753,5777
Wales and South West,Torfaen,Site14,July,5704,5975,5948,5890
Wales and South West,Torfaen,Site14,August,5894,6051,5829,5833
Wales and South West,Torfaen,Site14,September,6034,5968,6017,5988
Wales and South West,Torfaen,Site14,October,5888,5843,5921,6024
Wales and South West,Torfaen,Site14,November,5941,5770,5897,6113
Wales and South West,Torfaen,Site14,December,5753,5813,5799,5840
Wales and South West,Wrexham,Site15,January,5951,5862,5851,5886
Wales and South West,Wrexham,Site15,February,5934,5864,5983,5833
Wales and South West,Wrexham,Site15,March,5855,5796,5769,5798
Wales and South West,Wrexham,Site15,April,6061,5779,5788,5795
Wales and South West,Wrexham,Site15,May,5759,5926,5800,5813
Wales and South West,Wrexham,Site15,June,6070,5969,5777,5843
Wales and South West,Wrexham,Site15,July,5980,5881,5982,5832
Wales and South West,Wrexham,Site15,August,5728,5865,5901,5928
Wales and South West,Wrexham,Site15,September,5861,5950,5875,5791
Wales and South West,Wrexham,Site15,October,5650,5921,5970,6014
Wales and South West,Wrexham,Site15,November,5801,5667,5849,5885
Wales and South West,Wrexham,Site15,December,5799,6026,5764,5867
Wales and South West,Wrexham,Site16,January,5905,5835,5919,5883
Wales and South West,Wrexham,Site16,February,5894,6069,5998,5882
Wales and South West,Wrexham,Site16,March,5893,5678,5994,5829
Wales and South West,Wrexham,Site16,April,5805,5762,5718,5923
Wales and South West,Wrexham,Site16,May,5923,6054,5742,5830
Wales and South West,Wrexham,Site16,June,5875,6010,5841,6064
Wales and South West,Wrexham,Site16,July,5770,5949,5675,5816
Wales and South West,Wrexham,Site16,August,5711,5831,5937,6013
Wales and South West,Wrexham,Site16,September,5940,5985,5834,5856
Wales and South West,Wrexham,Site16,October,6042,5815,5981,5835
Wales and South West,Wrexham,Site16,November,5862,6093,5914,5901
Wales and South West,Wrexham,Site16,December,5858,5802,5635,6045
Wales and South West,Wrexham,Site17,January,5828,5886,6110,5830
Wales and South West,Wrexham,Site17,February,5829,5898,5908,5995
Wales and South West,Wrexham,Site17,March,5873,5986,5830,5867
Wales and South West,Wrexham,Site17,April,5802,6180,5863,5823
Wales and South West,Wrexham,Site17,May,5831,5823,5903,5975
Wales and South West,Wrexham,Site17,June,5930,5792,5891,5889
Wales and South West,Wrexham,Site17,July,5692,5833,5941,5913
Wales and South West,Wrexham,Site17,August,5727,5842,5852,5933
Wales and South West,Wrexham,Site17,September,5895,5817,5875,5812
Wales and South West,Wrexham,Site17,October,5934,5874,5945,5963
Wales and South West,Wrexham,Site17,November,5813,5783,5913,5905
Wales and South West,Wrexham,Site17,December,5865,6056,5736,5907
Wales and South West,Wrexham,Site18,January,6103,6040,5905,6074
Wales and South West,Wrexham,Site18,February,6038,5941,5848,5838
Wales and South West,Wrexham,Site18,March,5905,5845,5862,5839
Wales and South West,Wrexham,Site18,April,5811,5857,5814,6000
Wales and South West,Wrexham,Site18,May,5781,5861,5991,6079
Wales and South West,Wrexham,Site18,June,5926,5937,5891,5961
Wales and South West,Wrexham,Site18,July,5971,5854,5758,6047
Wales and South West,Wrexham,Site18,August,6010,5833,5768,5905
Wales and South West,Wrexham,Site18,September,5860,5891,5953,5858
Wales and South West,Wrexham,Site18,October,5842,5916,5929,5836
Wales and South West,Wrexham,Site18,November,5896,5688,5789,5894
Wales and South West,Wrexham,Site18,December,5970,5777,6114,5932
Wales and South West,Wrexham,Site19,January,5970,5817,5858,5909
Wales and South West,Wrexham,Site19,February,6029,5904,6024,5837
Wales and South West,Wrexham,Site19,March,5974,5987,5878,5795
Wales and South West,Wrexham,Site19,April,5898,6019,5898,5792
Wales and South West,Wrexham,Site19,May,5815,5858,5969,5880
Wales and South West,Wrexham,Site19,June,5884,5921,5890,5664
Wales and South West,Wrexham,Site19,July,5836,5852,5919,5750
Wales and South West,Wrexham,Site19,August,5781,5745,5783,5907
Wales and South West,Wrexham,Site19,September,6001,5777,5846,5848
Wales and South West,Wrexham,Site19,October,5777,5794,5883,5817
Wales and South West,Wrexham,Site19,November,5888,6072,5922,5928
Wales and South West,Wrexham,Site19,December,5704,5896,6069,5831
Wales and South West,Wrexham,Site20,January,5750,6004,5798,5989
Wales and South West,Wrexham,Site20,February,5810,6096,5958,5807
Wales and South West,Wrexham,Site20,March,5969,5866,6039,5729
Wales and South West,Wrexham,Site20,April,5780,5889,5797,5848
Wales and South West,Wrexham,Site20,May,5855,5841,5809,5897
Wales and South West,Wrexham,Site20,June,5869,5758,5803,5728
Wales and South West,Wrexham,Site20,July,5985,5789,5950,5793
Wales and South West,Wrexham,Site20,August,5963,5884,5851,5793
Wales and South West,Wrexham,Site20,September,5918,5863,5970,5982
Wales and South West,Wrexham,Site20,October,6003,5891,5786,6017
Wales and South West,Wrexham,Site20,November,5994,5821,5562,5872
Wales and South West,Wrexham,Site20,December,5639,5877,5837,5939
Wales and South West,Wrexham,Site21,January,5822,5951,5947,5851
Wales and South West,Wrexham,Site21,February,5890,5993,5863,6037
Wales and South West,Wrexham,Site21,March,5973,5825,5956,5885
Wales and South West,Wrexham,Site21,April,5822,5856,5904,5885
Wales and South West,Wrexham,Site21,May,5895,5895,5956,5795
Wales and South West,Wrexham,Site21,June,5936,5951,5822,5907
Wales and South West,Wrexham,Site21,July,5644,5736,5756,5866
Wales and South West,Wrexham,Site21,August,5711,5708,5826,5768
Wales and South West,Wrexham,Site21,September,5870,5834,5974,5781
Wales and South West,Wrexham,Site21,October,6048,5912,5847,6159
Wales and South West,Wrexham,Site21,November,5998,5831,5981,5898
Wales and South West,Wrexham,Site21,December,6002,6017,5842,5984
Wales and South West,Wrexham,Site22,January,5776,5965,5810,5747
Wales and South West,Wrexham,Site22,February,5871,5935,5716,5949
Wales and South West,Wrexham,Site22,March,5800,5914,5865,5894
Wales and South West,Wrexham,Site22,April,6048,5853,5963,5970
Wales and South West,Wrexham,Site22,May,6044,5880,5884,6066
Wales and South West,Wrexham,Site22,June,5873,5909,5790,5828
Wales and South West,Wrexham,Site22,July,6022,5771,5863,5927
Wales and South West,Wrexham,Site22,August,5858,5842,5999,5850
Wales and South West,Wrexham,Site22,September,6096,5759,5951,5742
Wales and South West,Wrexham,Site22,October,5872,6022,5915,6050
Wales and South West,Wrexham,Site22,November,5853,5838,5899,6067
Wales and South West,Wrexham,Site22,December,5880,6020,5788,5802
Wales and South West,Wrexham,Site23,January,6029,5973,5895,6054
Wales and South West,Wrexham,Site23,February,5974,5974,5845,6079
Wales and South West,Wrexham,Site23,March,5881,5718,5870,6015
Wales and South West,Wrexham,Site23,April,5731,5844,5952,5860
Wales and South West,Wrexham,Site23,May,5786,6055,5879,5881
Wales and South West,Wrexham,Site23,June,5871,5766,5834,5919
Wales and South West,Wrexham,Site23,July,5836,6007,5928,5726
Wales and South West,Wrexham,Site23,August,5880,5915,5978,5865
Wales and South West,Wrexham,Site23,September,5820,6108,5957,5771
Wales and South West,Wrexham,Site23,October,5802,5845,5953,5917
Wales and South West,Wrexham,Site23,November,5811,5785,6009,6000
Wales and South West,Wrexham,Site23,December,5819,5834,6030,6018
West Midlands,Birmingham,Site1,January,5794,5810,5893,6036
West Midlands,Birmingham,Site1,February,6027,5780,5892,5966
West Midlands,Birmingham,Site1,March,5648,5675,5767,5920
West Midlands,Birmingham,Site1,April,5879,5900,6028,5951
West Midlands,Birmingham,Site1,May,5689,5754,5872,6025
West Midlands,Birmingham,Site1,June,5853,5897,6025,5919
West Midlands,Birmingham,Site1,July,5765,5789,5781,5913
West Midlands,Birmingham,Site1,August,5858,5911,5701,5648
West Midlands,Birmingham,Site1,September,5936,5859,5882,5797
West Midlands,Birmingham,Site1,October,5952,5946,5983,5824
West Midlands,Birmingham,Site1,November,5799,5907,6046,5789
West Midlands,Birmingham,Site1,December,6007,5880,5840,5774
West Midlands,Birmingham,Site2,January,5863,5813,5796,5883
West Midlands,Birmingham,Site2,February,5672,6113,5728,5814
West Midlands,Birmingham,Site2,March,5691,5657,5682,5900
West Midlands,Birmingham,Site2,April,5810,5929,5872,5876
West Midlands,Birmingham,Site2,May,5884,6015,5907,5837
West Midlands,Birmingham,Site2,June,5963,6013,6041,5999
West Midlands,Birmingham,Site2,July,5899,5831,5922,5898
West Midlands,Birmingham,Site2,August,5640,6004,6027,5906
West Midlands,Birmingham,Site2,September,5926,5798,5848,5732
West Midlands,Birmingham,Site2,October,5630,5884,5951,6072
West Midlands,Birmingham,Site2,November,5926,5983,5882,5932
West Midlands,Birmingham,Site2,December,5844,5925,5951,5787
West Midlands,Birmingham,Site3,January,5743,5816,5856,5825
West Midlands,Birmingham,Site3,February,5940,5971,5721,5990
West Midlands,Birmingham,Site3,March,5558,5986,5925,6035
West Midlands,Birmingham,Site3,April,5841,6089,5923,5880
West Midlands,Birmingham,Site3,May,5940,5885,5860,5760
West Midlands,Birmingham,Site3,June,5837,5981,5930,5864
West Midlands,Birmingham,Site3,July,5997,5774,5913,5929
West Midlands,Birmingham,Site3,August,5874,5803,5873,5961
West Midlands,Birmingham,Site3,September,5934,5935,5875,5721
West Midlands,Birmingham,Site3,October,5922,5860,5789,5805
West Midlands,Birmingham,Site3,November,5798,5758,5917,6005
West Midlands,Birmingham,Site3,December,6015,5897,5820,5898
West Midlands,Birmingham,Site4,January,6007,5847,5830,6045
West Midlands,Birmingham,Site4,February,5905,6042,5834,6030
West Midlands,Birmingham,Site4,March,5911,5914,5913,5986
West Midlands,Birmingham,Site4,April,5754,5978,5916,5839
West Midlands,Birmingham,Site4,May,5874,5708,5962,5813
West Midlands,Birmingham,Site4,June,5867,5925,6034,5915
West Midlands,Birmingham,Site4,July,5768,5744,5811,5689
West Midlands,Birmingham,Site4,August,5963,5768,5793,5953
West Midlands,Birmingham,Site4,September,5843,5849,5925,5710
West Midlands,Birmingham,Site4,October,5808,5927,5655,5886
West Midlands,Birmingham,Site4,November,5911,5748,6010,5833
West Midlands,Birmingham,Site4,December,5908,5712,5971,5906
West Midlands,Birmingham,Site5,January,5921,5810,5981,5961
West Midlands,Birmingham,Site5,February,5971,5889,5854,5868
West Midlands,Birmingham,Site5,March,5968,5824,5943,5870
West Midlands,Birmingham,Site5,April,5941,6128,5908,5862
West Midlands,Birmingham,Site5,May,5813,5858,6032,5894
West Midlands,Birmingham,Site5,June,5865,6027,5876,5778
West Midlands,Birmingham,Site5,July,6064,5970,5765,5999
West Midlands,Birmingham,Site5,August,5938,5730,5899,5887
West Midlands,Birmingham,Site5,September,6087,6040,5884,6028
West Midlands,Birmingham,Site5,October,6103,5915,5720,5872
West Midlands,Birmingham,Site5,November,5769,5756,5849,5750
West Midlands,Birmingham,Site5,December,5846,5835,5948,5959
West Midlands,Coventry,Site6,January,5852,5968,5908,5862
West Midlands,Coventry,Site6,February,5798,5964,5885,6111
West Midlands,Coventry,Site6,March,5924,5768,5970,5796
West Midlands,Coventry,Site6,April,5822,5848,5982,5861
West Midlands,Coventry,Site6,May,5837,5971,5899,5829
West Midlands,Coventry,Site6,June,5997,5779,6000,5925
West Midlands,Coventry,Site6,July,5868,5787,5839,6137
West Midlands,Coventry,Site6,August,5990,5875,6041,5892
West Midlands,Coventry,Site6,September,5852,5863,5835,5952
West Midlands,Coventry,Site6,October,5913,5754,6045,5907
West Midlands,Coventry,Site6,November,5797,5896,6029,6081
West Midlands,Coventry,Site6,December,5996,5997,5830,5929
West Midlands,Coventry,Site7,January,5944,5918,5866,6001
West Midlands,Coventry,Site7,February,5758,5985,5975,5943
West Midlands,Coventry,Site7,March,5908,6089,5906,5788
West Midlands,Coventry,Site7,April,5808,5935,5909,5867
West Midlands,Coventry,Site7,May,6071,5934,5714,5894
West Midlands,Coventry,Site7,June,6023,6026,6047,5900
West Midlands,Coventry,Site7,July,6017,5992,5758,5767
West Midlands,Coventry,Site7,August,5925,5952,5959,6073
West Midlands,Coventry,Site7,September,5843,5874,5818,6013
West Midlands,Coventry,Site7,October,5876,6039,6020,5986
West Midlands,Coventry,Site7,November,5681,5994,5844,5709
West Midlands,Coventry,Site7,December,5844,5738,5881,5978
West Midlands,Coventry,Site8,January,5893,6115,5885,5930
West Midlands,Coventry,Site8,February,5936,5977,5862,5744
West Midlands,Coventry,Site8,March,6073,5771,5788,5972
West Midlands,Coventry,Site8,April,5823,6030,5879,5944
West Midlands,Coventry,Site8,May,6014,5853,5799,5872
West Midlands,Coventry,Site8,June,5832,5871,6061,5957
West Midlands,Coventry,Site8,July,6028,5795,5803,5751
West Midlands,Coventry,Site8,August,5760,5948,5819,6103
West Midlands,Coventry,Site8,September,6039,5950,5930,5769
West Midlands,Coventry,Site8,October,5703,5914,5988,5775
West Midlands,Coventry,Site8,November,5948,6066,5931,5769
West Midlands,Coventry,Site8,December,5906,5733,6007,5915
West Midlands,Coventry,Site9,January,5895,5830,5871,6012
West Midlands,Coventry,Site9,February,5756,5853,6071,5852
West Midlands,Coventry,Site9,March,5876,5886,5803,5707
West Midlands,Coventry,Site9,April,5997,5813,5971,5864
West Midlands,Coventry,Site9,May,6071,5945,6062,5933
West Midlands,Coventry,Site9,June,5909,5838,5755,5542
West Midlands,Coventry,Site9,July,5888,5780,5954,6197
West Midlands,Coventry,Site9,August,5880,5856,5973,5928
West Midlands,Coventry,Site9,September,5952,5791,5944,6012
West Midlands,Coventry,Site9,October,5954,5795,5947,5843
West Midlands,Coventry,Site9,November,5814,5928,5793,6054
West Midlands,Coventry,Site9,December,5908,5835,5751,5905
West Midlands,Coventry,Site10,January,5800,5846,5890,5908
West Midlands,Coventry,Site10,February,5850,6034,6108,5835
West Midlands,Coventry,Site10,March,5576,5776,6020,6082
West Midlands,Coventry,Site10,April,6007,5999,5857,6121
West Midlands,Coventry,Site10,May,5832,5905,6009,5902
West Midlands,Coventry,Site10,June,5922,5940,5983,5899
West Midlands,Coventry,Site10,July,6008,5812,5972,5768
West Midlands,Coventry,Site10,August,5733,5976,5768,5740
West Midlands,Coventry,Site10,September,5940,5895,6014,5950
West Midlands,Coventry,Site10,October,6069,6006,5720,5999
West Midlands,Coventry,Site10,November,5837,5808,5934,5832
West Midlands,Coventry,Site10,December,5865,5910,5818,5922
West Midlands,Coventry,Site11,January,5976,5908,5858,5901
West Midlands,Coventry,Site11,February,5840,5843,5954,5956
West Midlands,Coventry,Site11,March,5855,5775,5950,5949
West Midlands,Coventry,Site11,April,5907,5920,5881,6027
West Midlands,Coventry,Site11,May,5908,5666,5844,5881
West Midlands,Coventry,Site11,June,5915,5924,5945,5785
West Midlands,Coventry,Site11,July,5842,6021,5971,6093
West Midlands,Coventry,Site11,August,6023,5912,5686,5882
West Midlands,Coventry,Site11,September,6019,5832,5882,5845
West Midlands,Coventry,Site11,October,5881,5881,5861,5948
West Midlands,Coventry,Site11,November,5666,5797,5770,5939
West Midlands,Coventry,Site11,December,5667,5924,5934,5953
West Midlands,Coventry,Site12,January,5950,5980,5790,5833
West Midlands,Coventry,Site12,February,5847,5903,5994,5916
West Midlands,Coventry,Site12,March,6030,5851,6098,5906
West Midlands,Coventry,Site12,April,5931,5976,5798,5715
West Midlands,Coventry,Site12,May,5693,6029,5915,5910
West Midlands,Coventry,Site12,June,6041,6090,5885,6076
West Midlands,Coventry,Site12,July,5962,5881,5796,5757
West Midlands,Coventry,Site12,August,5742,5924,5984,5954
West Midlands,Coventry,Site12,September,5923,5949,5859,5840
West Midlands,Coventry,Site12,October,5997,5795,6006,5812
West Midlands,Coventry,Site12,November,6078,6045,5870,5786
West Midlands,Coventry,Site12,December,6045,6033,5883,5863
West Midlands,Coventry,Site13,January,5967,5913,5965,6014
West Midlands,Coventry,Site13,February,5894,5814,5979,6041
West Midlands,Coventry,Site13,March,5982,5809,6120,5847
West Midlands,Coventry,Site13,April,6045,5995,5900,6194
West Midlands,Coventry,Site13,May,5754,5902,5842,5774
West Midlands,Coventry,Site13,June,5928,5981,5922,5888
West Midlands,Coventry,Site13,July,5870,5846,5975,6139
West Midlands,Coventry,Site13,August,5942,5993,5972,5870
West Midlands,Coventry,Site13,September,6005,5951,6028,5876
West Midlands,Coventry,Site13,October,5932,5832,5944,5938
West Midlands,Coventry,Site13,November,6033,5799,5915,5778
West Midlands,Coventry,Site13,December,5906,5945,5922,5820
West Midlands,Coventry,Site14,January,5876,5992,5916,5977
West Midlands,Coventry,Site14,February,6058,5857,6160,5959
West Midlands,Coventry,Site14,March,5848,5896,5649,5929
West Midlands,Coventry,Site14,April,6001,5900,5882,5932
West Midlands,Coventry,Site14,May,5987,5804,5914,6090
West Midlands,Coventry,Site14,June,5801,5955,6073,5925
West Midlands,Coventry,Site14,July,5874,5882,5758,6052
West Midlands,Coventry,Site14,August,5884,6027,5993,5903
West Midlands,Coventry,Site14,September,6024,5821,5931,5788
West Midlands,Coventry,Site14,October,5969,5934,5903,5847
West Midlands,Coventry,Site14,November,5967,6005,5896,5656
West Midlands,Coventry,Site14,December,6086,6004,5892,6151
West Midlands,Sandwell,Site15,January,5784,5860,5767,5861
West Midlands,Sandwell,Site15,February,5954,6121,5867,5890
West Midlands,Sandwell,Site15,March,5824,5799,5865,5799
West Midlands,Sandwell,Site15,April,5752,5875,5859,5784
West Midlands,Sandwell,Site15,May,5955,5877,5838,5927
West Midlands,Sandwell,Site15,June,5958,5871,5846,5801
West Midlands,Sandwell,Site15,July,5847,5901,5724,5903
West Midlands,Sandwell,Site15,August,5903,5948,5841,5763
West Midlands,Sandwell,Site15,September,5684,5881,5855,5845
West Midlands,Sandwell,Site15,October,5985,5848,5939,6021
West Midlands,Sandwell,Site15,November,5880,5875,5884,5839
West Midlands,Sandwell,Site15,December,5881,5838,5909,5722
West Midlands,Sandwell,Site16,January,5843,5797,6037,5954
West Midlands,Sandwell,Site16,February,5764,5987,5785,5918
West Midlands,Sandwell,Site16,March,5839,6014,5910,5880
West Midlands,Sandwell,Site16,April,5659,5946,6104,5903
West Midlands,Sandwell,Site16,May,5918,5955,5797,5777
West Midlands,Sandwell,Site16,June,5824,5872,6129,5951
West Midlands,Sandwell,Site16,July,5606,5967,5771,5945
West Midlands,Sandwell,Site16,August,5997,6090,5869,5757
West Midlands,Sandwell,Site16,September,5917,6062,5936,5831
West Midlands,Sandwell,Site16,October,5845,5761,5784,5932
West Midlands,Sandwell,Site16,November,5921,5979,5748,5902
West Midlands,Sandwell,Site16,December,6058,5926,5928,5829
West Midlands,Sandwell,Site17,January,6014,5969,6093,5928
West Midlands,Sandwell,Site17,February,5985,5643,5968,5922
West Midlands,Sandwell,Site17,March,5858,6072,5909,5833
West Midlands,Sandwell,Site17,April,5825,5941,6006,5848
West Midlands,Sandwell,Site17,May,5798,6010,5927,5947
